gene	enhancer	enhancer_index	global_concordance	max_regional_concordance	best_domain	local_advantage	regional_specificity	regional_evidence_score	predicted_class	screen_only	initial_spearman_rho	link_pvalue
usf1	15-21283593-21284093	0	0.03762990791126833	0.059492576053586134	2	0.021862668142317805	0.04419535856260334	5.748342000396056e-05	unsupported	True	0.0615048465441061	1.3680865995082804e-20
usf1	15-21224436-21224936	1	0.040349250213572316	0.053585044022680606	3	0.01323579380910829	0.012076773658354786	8.565338122284496e-06	unsupported	True	0.0559935444833473	2.2231371312504207e-17
usf1	15-21225053-21225553	2	0.040017039458855826	0.06688924059249478	3	0.026872201133638952	0.03125963288416173	5.6187974949754395e-05	unsupported	True	0.0556968349988751	3.246665899668065e-17
usf1	15-21327301-21327801	3	0.013002956362162916	0.04420370669846504	2	0.031200750336302124	0.04348164503532683	5.9969398561743086e-05	unsupported	True	0.036941007603595	1.5153447290040903e-08
usf1	15-21346593-21347093	4	0.021222304172013123	0.040196973762858176	4	0.018974669590845053	0.02385822973350947	1.8197251470189946e-05	unsupported	True	0.0360632927422925	3.18757987614912e-08
usf1	15-21339161-21339661	5	0.018734377244088385	0.030761879493558797	3	0.012027502249470412	0.015716871374480763	5.815062840264612e-06	unsupported	True	0.0340251718328911	1.679232467250709e-07
usf1	15-21293980-21294480	6	0.0048813989775812324	0.048334018671142086	5	0.04345261969356085	0.05781135333839896	0.000121417701217635	unsupported	True	0.0316522616988294	1.0367478377113854e-06
usf1	15-21347229-21347729	7	0.020417420113616202	0.04511513050335426	3	0.024697710389738056	0.021513821269048928	2.397156940512407e-05	unsupported	True	0.0308408852389759	1.878377984843494e-06
usf1	15-21266246-21266746	8	0.02687099218669888	0.05115919944551207	0	0.02428820725881319	0.023759617178547437	2.9522874405792953e-05	unsupported	True	0.0294900201832958	4.894995701746923e-06
usf1	15-21324313-21324813	9	-0.004111912810736928	0.015606486040729183	0	0.01971839885146611	0.02222344323732029	6.83892944722218e-06	unsupported	True	0.0256818385072531	5.892500678008711e-05
usf1	15-21337296-21337796	10	-0.013229405700453807	0.008339310559412587	4	0.021568716259866394	0.03295180430383787	5.92698249330556e-06	unsupported	True	0.0204980277658893	0.0010590689809704
usf1	15-21325565-21326065	11	0.006734275146584066	0.01959733933832832	2	0.012863064191744253	0.015593967521871886	3.930955930632993e-06	unsupported	True	0.0201726740805012	0.0012458024894296
usf1	15-21201705-21202205	12	0.003121651270583359	0.012573041856517137	1	0.009451390585933778	0.011882515497599827	1.4120317491838257e-06	unsupported	True	0.0201335018877031	0.0012702095642755
usf1	15-21302500-21303000	13	0.00652449901762541	0.046521372208044864	5	0.03999687319041945	0.04370462105481664	8.13216003061721e-05	unsupported	True	0.0199535133014538	0.0013880746923682
usf1	15-21328137-21328637	14	0.002212265742652641	0.05079406146424347	0	0.04858179572159083	0.052829707392259354	0.0001303661106496373	unsupported	True	0.0172676481961315	0.0048161538412147
usf1	15-21290439-21290939	15	-0.016372577136099145	0.007547219943061455	1	0.0239197970791606	0.028667463416341736	5.175278962696036e-06	unsupported	True	0.0158640346374346	0.0086963299804628
dync1li1	19-18941830-18942330	0	0.05522882576357198	0.12206861007307115	5	0.06683978430949918	0.10240336630905703	0.0008355131176370253	unsupported	True	0.0952153084990983	1.0025562196286211e-46
dync1li1	19-19055073-19055573	1	0.048012269513613134	0.11728105794028354	1	0.0692687884266704	0.07809051968601739	0.0006344008839328474	unsupported	True	0.0714641186993263	3.8102265241118814e-27
dync1li1	19-18986805-18987305	2	0.02500040764416168	0.021921227333420387	1	-0.0030791803107412946	0.011908112859571784	0.0	unsupported	True	0.0694869809735096	9.112949543612216e-26
dync1li1	19-19010744-19011244	3	0.04038093917291106	0.08365302063679778	5	0.04327208146388672	0.05698484305865381	0.00020627603274318664	unsupported	True	0.0558325817655649	2.7308445347307008e-17
dync1li1	19-18991244-18991744	4	0.037502139814017336	0.05597399243708047	5	0.018471852623063133	0.036862664220829525	3.811390612973869e-05	unsupported	True	0.0438773123751387	2.3405206324279704e-11
dync1li1	19-18983833-18984333	5	0.024057230683115084	0.054144699890913355	4	0.03008746920779827	0.015851154786172182	2.582275153870566e-05	unsupported	True	0.0433625089710452	3.9246898404391767e-11
dync1li1	19-18990009-18990509	6	0.012963110881644993	0.04432956756150912	5	0.031366456679864124	0.044686408545001305	6.213472889244824e-05	unsupported	True	0.0324414162035821	5.73680233198021e-07
dync1li1	19-19080886-19081386	7	0.017954931907522294	0.0913610556799806	5	0.07340612377245831	0.08198075304809486	0.0005498007198890487	unsupported	True	0.0282905178617036	1.1085104996163885e-05
dync1li1	19-18983195-18983695	8	0.018381307838392886	0.08334482158248026	4	0.06496351374408738	0.07212028871590988	0.00039048610520173806	unsupported	True	0.0253932091972413	7.025556020811561e-05
dync1li1	19-18972397-18972897	9	-0.009996622017942498	0.02658155489870138	1	0.036578176916643876	0.03990349277715095	3.8798358274438203e-05	unsupported	True	0.0231939513564691	0.0002531191196376
ahi1	17-8169594-8170094	0	0.07045874199557073	0.08686890078114841	4	0.01641015878557768	0.028667824741926806	4.0866914593823234e-05	unsupported	True	0.1064435676402971	6.161674756020711e-58
ahi1	17-8357585-8358085	1	0.06589951046675888	0.11207420629002775	0	0.04617469582326887	0.0469794408380511	0.0002431182485920578	unsupported	True	0.1063241010863804	8.234632431487635e-58
ahi1	17-8261541-8262041	2	0.04343512388775643	0.05664399243038416	1	0.013208868542627733	0.013526108853149435	1.0120275895076043e-05	unsupported	True	0.0742768213856481	3.5756450399993935e-29
ahi1	17-8180374-8180874	3	0.04758047960612599	0.10905543115834243	3	0.06147495155221644	0.07522856432647596	0.0005043456368022726	unsupported	True	0.0433462048829123	3.9890871331532396e-11
ahi1	17-8205177-8205677	4	0.018246263332626193	0.03679992438619682	2	0.01855366105357063	0.02240206552095772	1.529553273704074e-05	unsupported	True	0.040482505827256	6.349778037656796e-10
ahi1	17-8310622-8311122	5	0.02381084985031853	0.04527227583666846	3	0.021461425986349928	0.027928885744357156	2.7135917567818936e-05	unsupported	True	0.0401863948215229	8.366609703102335e-10
ahi1	17-8340366-8340866	6	0.00217777665383466	0.04601357633579507	2	0.04383579968196041	0.06475567659763455	0.00013061491392555926	unsupported	True	0.0338358594061268	1.9504723660701118e-07
ahi1	17-8314876-8315376	7	0.039135191419579315	0.19644415522436678	3	0.15730896380478748	0.2434847103101017	0.007524268365169604	unsupported	True	0.0316161066483343	1.064894993339002e-06
srp19	8-582100-582600	0	0.051075312113859545	0.06307391352563667	1	0.011998601411777124	0.018337111861752055	1.3877503296617992e-05	unsupported	True	0.084328398180808	4.674992388836014e-37
